Type,Library,Filename,Time (ms),FileSize (byte)
4. Statistics,RapidJSON_FullPrec (C++),4un4.json,2.168000,0
4. Statistics,RapidJSON_FullPrec (C++),apache_builds.json,0.019000,0
4. Statistics,RapidJSON_FullPrec (C++),canada.json,0.621000,0
4. Statistics,RapidJSON_FullPrec (C++),citm_catalog.json,0.195000,0
4. Statistics,RapidJSON_FullPrec (C++),twitter.json,0.072000,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),4un4.json,25.870000,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),apache_builds.json,0.326000,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),canada.json,22.940000,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),citm_catalog.json,3.132000,0
5. Sax Round-trip,RapidJSON_FullPrec (C++),twitter.json,1.888000,0
6. SaxStatistics,RapidJSON_FullPrec (C++),4un4.json,12.614000,0
6. SaxStatistics,RapidJSON_FullPrec (C++),apache_builds.json,0.179000,0
6. SaxStatistics,RapidJSON_FullPrec (C++),canada.json,12.468000,0
6. SaxStatistics,RapidJSON_FullPrec (C++),citm_catalog.json,1.959000,0
6. SaxStatistics,RapidJSON_FullPrec (C++),twitter.json,1.197000,0
7. Code size,RapidJSON_FullPrec (C++),jsonstat,0,26920
1. Parse,RapidJSON_Insitu (C++),4un4.json,10.167000,0
1. Parse,RapidJSON_Insitu (C++),apache_builds.json,0.163000,0
1. Parse,RapidJSON_Insitu (C++),canada.json,5.343000,0
1. Parse,RapidJSON_Insitu (C++),citm_catalog.json,1.833000,0
1. Parse,RapidJSON_Insitu (C++),twitter.json,1.051000,0
2. Stringify,RapidJSON_Insitu (C++),4un4.json,14.732000,0
2. Stringify,RapidJSON_Insitu (C++),apache_builds.json,0.162000,0
2. Stringify,RapidJSON_Insitu (C++),canada.json,9.891000,0
2. Stringify,RapidJSON_Insitu (C++),citm_catalog.json,1.204000,0
2. Stringify,RapidJSON_Insitu (C++),twitter.json,0.812000,0
3. Prettify,RapidJSON_Insitu (C++),4un4.json,18.783000,0
3. Prettify,RapidJSON_Insitu (C++),apache_builds.json,0.191000,0
3. Prettify,RapidJSON_Insitu (C++),canada.json,11.389000,0
3. Prettify,RapidJSON_Insitu (C++),citm_catalog.json,1.572000,0
3. Prettify,RapidJSON_Insitu (C++),twitter.json,0.949000,0
4. Statistics,RapidJSON_Insitu (C++),4un4.json,2.433000,0
4. Statistics,RapidJSON_Insitu (C++),apache_builds.json,0.017000,0
4. Statistics,RapidJSON_Insitu (C++),canada.json,0.670000,0
4. Statistics,RapidJSON_Insitu (C++),citm_catalog.json,0.196000,0
4. Statistics,RapidJSON_Insitu (C++),twitter.json,0.091000,0
5. Sax Round-trip,RapidJSON_Insitu (C++),4un4.json,20.771000,0
5. Sax Round-trip,RapidJSON_Insitu (C++),apache_builds.json,0.286000,0
5. Sax Round-trip,RapidJSON_Insitu (C++),canada.json,14.076000,0
5. Sax Round-trip,RapidJSON_Insitu (C++),citm_catalog.json,2.644000,0
5. Sax Round-trip,RapidJSON_Insitu (C++),twitter.json,1.780000,0
6. SaxStatistics,RapidJSON_Insitu (C++),4un4.json,6.588000,0
6. SaxStatistics,RapidJSON_Insitu (C++),apache_builds.json,0.132000,0
6. SaxStatistics,RapidJSON_Insitu (C++),canada.json,4.237000,0
6. SaxStatistics,RapidJSON_Insitu (C++),citm_catalog.json,1.476000,0
6. SaxStatistics,RapidJSON_Insitu (C++),twitter.json,0.950000,0
7. Code size,RapidJSON_Insitu (C++),jsonstat,0,26920
1. Parse,RapidJSON (C++),4un4.json,11.829000,0
1. Parse,RapidJSON (C++),apache_builds.json,0.263000,0
1. Parse,RapidJSON (C++),canada.json,5.045000,0
1. Parse,RapidJSON (C++),citm_catalog.json,2.189000,0
1. Parse,RapidJSON (C++),twitter.json,1.483000,0
2. Stringify,RapidJSON (C++),4un4.json,14.756000,0
2. Stringify,RapidJSON (C++),apache_builds.json,0.143000,0
2. Stringify,RapidJSON (C++),canada.json,9.940000,0
2. Stringify,RapidJSON (C++),citm_catalog.json,1.172000,0
2. Stringify,RapidJSON (C++),twitter.json,0.696000,0
3. Prettify,RapidJSON (C++),4un4.json,18.781000,0
3. Prettify,RapidJSON (C++),apache_builds.json,0.174000,0
3. Prettify,RapidJSON (C++),canada.json,11.372000,0
3. Prettify,RapidJSON (C++),citm_catalog.json,1.529000,0
3. Prettify,RapidJSON (C++),twitter.json,0.827000,0
4. Statistics,RapidJSON (C++),4un4.json,2.161000,0
4. Statistics,RapidJSON (C++),apache_builds.json,0.019000,0
4. Statistics,RapidJSON (C++),canada.json,0.621000,0
4. Statistics,RapidJSON (C++),citm_catalog.json,0.189000,0
4. Statistics,RapidJSON (C++),twitter.json,0.072000,0
5. Sax Round-trip,RapidJSON (C++),4un4.json,21.726000,0
5. Sax Round-trip,RapidJSON (C++),apache_builds.json,0.334000,0
5. Sax Round-trip,RapidJSON (C++),canada.json,14.664000,0
5. Sax Round-trip,RapidJSON (C++),citm_catalog.json,2.731000,0
5. Sax Round-trip,RapidJSON (C++),twitter.json,1.868000,0
6. SaxStatistics,RapidJSON (C++),4un4.json,7.527000,0
6. SaxStatistics,RapidJSON (C++),apache_builds.json,0.181000,0
6. SaxStatistics,RapidJSON (C++),canada.json,4.297000,0
6. SaxStatistics,RapidJSON (C++),citm_catalog.json,1.583000,0
6. SaxStatistics,RapidJSON (C++),twitter.json,1.189000,0
7. Code size,RapidJSON (C++),jsonstat,0,26920
1. Parse,sajson (C++),4un4.json,13.356000,0
1. Parse,sajson (C++),apache_builds.json,0.162000,0
1. Parse,sajson (C++),canada.json,5.629000,0
1. Parse,sajson (C++),citm_catalog.json,2.316000,0
1. Parse,sajson (C++),twitter.json,0.909000,0
4. Statistics,sajson (C++),4un4.json,2.593000,0
4. Statistics,sajson (C++),apache_builds.json,0.020000,0
4. Statistics,sajson (C++),canada.json,0.729000,0
4. Statistics,sajson (C++),citm_catalog.json,0.227000,0
4. Statistics,sajson (C++),twitter.json,0.084000,0
7. Code size,sajson (C++),jsonstat,0,39272
1. Parse,taocpp/json (C++11),4un4.json,34.038000,0
1. Parse,taocpp/json (C++11),apache_builds.json,0.823000,0
1. Parse,taocpp/json (C++11),canada.json,18.357000,0
1. Parse,taocpp/json (C++11),citm_catalog.json,7.363000,0
1. Parse,taocpp/json (C++11),twitter.json,4.506000,0
2. Stringify,taocpp/json (C++11),4un4.json,37.792000,0
2. Stringify,taocpp/json (C++11),apache_builds.json,0.401000,0
2. Stringify,taocpp/json (C++11),canada.json,20.759000,0
2. Stringify,taocpp/json (C++11),citm_catalog.json,3.180000,0
2. Stringify,taocpp/json (C++11),twitter.json,2.209000,0
3. Prettify,taocpp/json (C++11),4un4.json,54.624000,0
3. Prettify,taocpp/json (C++11),apache_builds.json,0.509000,0
3. Prettify,taocpp/json (C++11),canada.json,26.475000,0
3. Prettify,taocpp/json (C++11),citm_catalog.json,5.088000,0
3. Prettify,taocpp/json (C++11),twitter.json,2.868000,0
4. Statistics,taocpp/json (C++11),4un4.json,2.448000,0
4. Statistics,taocpp/json (C++11),apache_builds.json,0.023000,0
4. Statistics,taocpp/json (C++11),canada.json,0.845000,0
4. Statistics,taocpp/json (C++11),citm_catalog.json,0.471000,0
4. Statistics,taocpp/json (C++11),twitter.json,0.181000,0
5. Sax Round-trip,taocpp/json (C++11),4un4.json,58.169000,0
5. Sax Round-trip,taocpp/json (C++11),apache_builds.json,1.001000,0
5. Sax Round-trip,taocpp/json (C++11),canada.json,32.635000,0
5. Sax Round-trip,taocpp/json (C++11),citm_catalog.json,7.445000,0
5. Sax Round-trip,taocpp/json (C++11),twitter.json,4.905000,0
6. SaxStatistics,taocpp/json (C++11),4un4.json,18.978000,0
6. SaxStatistics,taocpp/json (C++11),apache_builds.json,0.596000,0
6. SaxStatistics,taocpp/json (C++11),canada.json,9.208000,0
6. SaxStatistics,taocpp/json (C++11),citm_catalog.json,3.905000,0
6. SaxStatistics,taocpp/json (C++11),twitter.json,2.878000,0
7. Code size,taocpp/json (C++11),jsonstat,0,76344
